"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify XSS payload in name is handled safely.","64","test_create_lead_xss_in_name","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-C03: Create lead with different priority levels.","8104","test_create_lead_with_priority[Medium]","tests.ui","Fri Mar 06 20:40:13 UTC 2026","passed","Fri Mar 06 20:40:21 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"TC-API39: Get leads with very large page number.","97","test_get_leads_very_large_page","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestPaginationAPI","test_leads_listing_api","",""
"TC-L14: XSS script in password field.","38","test_login_xss_in_password","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestLoginAPI","test_login_api","",""
"Verify the complete flow: login → create a new lead → verify it appears in the leads list.","20036","test_login_create_lead_and_verify_in_list","tests.ui","Fri Mar 06 20:40:39 UTC 2026","failed","Fri Mar 06 20:40:59 UTC 2026","TestLeadManagementFlow","test_leads_listing_ui","",""
"Verify special characters in name are handled.","68","test_create_lead_special_chars_in_name","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify pagination query params are accepted.","56","test_get_leads_pagination_param","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestGetLeadsDetailedAPI","test_leads_listing_api","",""
"TC-C04: Create lead with different statuses.","10308","test_create_lead_with_status[Qualified]","tests.ui","Fri Mar 06 20:40:27 UTC 2026","passed","Fri Mar 06 20:40:38 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"Verify Admin user reaches leads page after login.","1265","test_admin_reaches_leads_page","tests.ui","Fri Mar 06 20:40:47 UTC 2026","passed","Fri Mar 06 20:40:49 UTC 2026","TestLoginMultiRole","test_login_ui","",""
"TC-API40: Search leads by name.","107","test_search_by_name","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestSearchAPI","test_leads_listing_api","",""
"Verify Viewer user reaches leads page after login.","1175","test_viewer_reaches_leads_page","tests.ui","Fri Mar 06 20:40:50 UTC 2026","passed","Fri Mar 06 20:40:51 UTC 2026","TestLoginMultiRole","test_login_ui","",""
"Verify request with an invalid token is rejected.","59","test_get_leads_with_invalid_token","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestGetLeadsDetailedAPI","test_leads_listing_api","",""
"TC-L01: Admin login with valid credentials.","3311","test_admin_login","tests.ui","Fri Mar 06 20:40:42 UTC 2026","passed","Fri Mar 06 20:40:46 UTC 2026","TestLoginUI","test_login_ui","",""
"TC-API01-03: Login with all valid roles (Admin, Manager, Viewer).","56","test_login_all_valid_roles[UserRole.ADMIN]","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestLoginAPI","test_login_api","",""
"Verify a created lead is returned in the create response body.","80","test_create_and_retrieve_lead","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestLeadIntegrationAPI","test_leads_listing_api","",""
"Verify that the leads table displays data after login.","2467","test_leads_table_is_populated","tests.ui","Fri Mar 06 20:40:41 UTC 2026","passed","Fri Mar 06 20:40:43 UTC 2026","TestLeadManagementFlow","test_leads_listing_ui","",""
"TC-API44: Search with no matching results.","121","test_search_no_results","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestSearchAPI","test_leads_listing_api","",""
"Verify name exceeding max length is handled.","53","test_create_lead_very_long_name","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify two character name is accepted (minimum valid).","154","test_create_lead_two_char_name","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify SQL injection in email is handled safely.","85","test_create_lead_sql_injection_email","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-LL37-40: Filter leads by status.","4264","test_filter_by_status[Contacted]","tests.ui","Fri Mar 06 20:40:37 UTC 2026","passed","Fri Mar 06 20:40:41 UTC 2026","TestStatusFilterUI","test_leads_listing_ui","",""
"TC-API20: Update lead status.","163","test_update_lead_status","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestUpdateLeadAPI","test_leads_listing_api","",""
"TC-API32: Delete same lead twice.","158","test_delete_same_lead_twice","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestDeleteLeadAPI","test_leads_listing_api","",""
"TC-API54-62: Sort by various fields ascending.","56","test_sort_by_field_ascending[email]","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestSortingAPI","test_leads_listing_api","",""
"TC-C04: Create lead with different statuses.","76","test_create_lead_all_statuses[Contacted]","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify zero deal value handling.","93","test_create_lead_zero_deal_value","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify all roles can view the leads list.","141","test_all_roles_can_view_leads[UserRole.ADMIN]","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestRoleBasedAccessAPI","test_leads_listing_api","",""
"TC-LL44-53: Sort by various columns.","5671","test_sort_by_column[priority]","tests.ui","Fri Mar 06 20:40:40 UTC 2026","passed","Fri Mar 06 20:40:46 UTC 2026","TestSortingUI","test_leads_listing_ui","",""
"Detailed validation: create lead without auth returns proper error message.","64","test_create_lead_without_auth_detailed","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-API33: Get leads page 1.","131","test_get_leads_page_1","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestPaginationAPI","test_leads_listing_api","",""
"TC-LL41: Reset filter to All Statuses.","6501","test_reset_status_filter","tests.ui","Fri Mar 06 20:40:38 UTC 2026","passed","Fri Mar 06 20:40:45 UTC 2026","TestStatusFilterUI","test_leads_listing_ui","",""
"Verify authenticated user can fetch leads list (basic success).","75","test_get_leads_success","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestGetLeadsAPI","test_leads_listing_api","",""
"TC-C03: Create lead with different priority levels.","4953","test_create_lead_with_priority[High]","tests.ui","Fri Mar 06 20:40:22 UTC 2026","passed","Fri Mar 06 20:40:27 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"Verify the search functionality filters leads by name.","5452","test_search_leads_by_name","tests.ui","Fri Mar 06 20:40:41 UTC 2026","passed","Fri Mar 06 20:40:47 UTC 2026","TestLeadManagementFlow","test_leads_listing_ui","",""
"TC-L02: Manager login with valid credentials.","3381","test_manager_login","tests.ui","Fri Mar 06 20:40:41 UTC 2026","passed","Fri Mar 06 20:40:45 UTC 2026","TestLoginUI","test_login_ui","",""
"Verify login response includes role information.","38","test_login_returns_role_info[UserRole.MANAGER]","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestLoginAPI","test_login_api","",""
"Verify Manager role can create leads.","189","test_manager_can_create_lead","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadRoleBasedAPI","test_create_lead_api","",""
"Verify lead creation with each valid source.","143","test_create_lead_all_sources[Email Campaign]","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify login fails with various invalid credentials.","3481","test_login_invalid_credentials_multi[invalid_cred2]","tests.ui","Fri Mar 06 20:40:46 UTC 2026","passed","Fri Mar 06 20:40:49 UTC 2026","TestLoginMultiRole","test_login_ui","",""
"Verify very long notes field is handled.","66","test_create_lead_very_long_notes","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify unicode characters in name are handled.","144","test_create_lead_unicode_name","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-API45: Search with special characters (XSS attempt).","83","test_search_special_characters","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestSearchAPI","test_leads_listing_api","",""
"Verify path traversal attempt is handled safely.","77","test_create_lead_path_traversal","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"
        Test logout with detailed steps:
        a. Login as admin
        b. Verify on leads page
        c. Click Logout button
        d. Wait for redirect
        e. Verify redirected to login page
        ","4030","test_logout_detailed_workflow","tests.ui","Fri Mar 06 20:40:50 UTC 2026","passed","Fri Mar 06 20:40:54 UTC 2026","TestLogoutDetailedSteps","test_login_ui","",""
"Verify Viewer role cannot create leads (should be denied).","157","test_viewer_cannot_create_lead","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadRoleBasedAPI","test_create_lead_api","",""
"
        Detailed workflow test showing each step:
        a. Navigate to login page
        b. Enter username
        c. Enter password
        d. Click Sign In button
        e. Wait for leads page
        f. Verify successful login
        ","1646","test_admin_login_detailed_workflow","tests.ui","Fri Mar 06 20:40:49 UTC 2026","passed","Fri Mar 06 20:40:51 UTC 2026","TestLoginDetailedSteps","test_login_ui","",""
"TC-API08: Get leads without authorization.","60","test_get_leads_without_auth","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestGetLeadsAPI","test_leads_listing_api","",""
"TC-API35: Get leads with custom limit.","104","test_get_leads_with_limit","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestPaginationAPI","test_leads_listing_api","",""
"TC-API47-50: Filter leads by status.","59","test_filter_by_status[Contacted]","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestStatusFilterAPI","test_leads_listing_api","",""
"TC-C04: Create lead with different statuses.","10584","test_create_lead_with_status[New]","tests.ui","Fri Mar 06 20:40:22 UTC 2026","passed","Fri Mar 06 20:40:33 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"TC-API63: Sort + filter + search combined.","91","test_sort_combined_with_filter","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestSortingAPI","test_leads_listing_api","",""
"Verify login fails with various invalid credentials.","3138","test_login_invalid_credentials_multi[invalid_cred3]","tests.ui","Fri Mar 06 20:40:49 UTC 2026","passed","Fri Mar 06 20:40:52 UTC 2026","TestLoginMultiRole","test_login_ui","",""
"Verify login fails with empty email.","44","test_login_empty_email","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestLoginAPI","test_login_api","",""
"TC-LL44-53: Sort by various columns.","5144","test_sort_by_column[email]","tests.ui","Fri Mar 06 20:40:34 UTC 2026","passed","Fri Mar 06 20:40:39 UTC 2026","TestSortingUI","test_leads_listing_ui","",""
"SQL injection in password field.","35","test_login_sql_injection_password","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestLoginAPI","test_login_api","",""
"TC-LL57: Click Next button.","4787","test_pagination_next","tests.ui","Fri Mar 06 20:40:38 UTC 2026","passed","Fri Mar 06 20:40:43 UTC 2026","TestPaginationUI","test_leads_listing_ui","",""
"TC-API07: Get all leads.","59","test_get_all_leads","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestGetLeadsAPI","test_leads_listing_api","",""
"Verify null byte injection is handled safely.","48","test_create_lead_null_byte_injection","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-C01: Create lead with required fields only (name, email).","17433","test_create_lead_required_fields","tests.ui","Fri Mar 06 20:40:13 UTC 2026","passed","Fri Mar 06 20:40:31 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"TC-API: Create lead with invalid email format.","150","test_create_lead_invalid_email_format","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-C03: Create lead with different priority levels.","84","test_create_lead_all_priorities[High]","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-API06: SQL injection in email field.","35","test_login_sql_injection_email","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestLoginAPI","test_login_api","",""
"TC-LL44-53: Sort by various columns.","4850","test_sort_by_column[name]","tests.ui","Fri Mar 06 20:40:35 UTC 2026","passed","Fri Mar 06 20:40:40 UTC 2026","TestSortingUI","test_leads_listing_ui","",""
"Verify login fails with empty password.","47","test_login_empty_password","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestLoginAPI","test_login_api","",""
"TC-LL58: Click Previous button.","4980","test_pagination_previous","tests.ui","Fri Mar 06 20:40:37 UTC 2026","passed","Fri Mar 06 20:40:42 UTC 2026","TestPaginationUI","test_leads_listing_ui","",""
"TC-API27: Delete lead by valid ID.","120","test_delete_lead_valid_id","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestDeleteLeadAPI","test_leads_listing_api","",""
"Verify API rejects requests without token.","67","test_unauthorized_access_no_token","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestGetLeadsDetailedAPI","test_leads_listing_api","",""
"TC-API31: Verify deleted lead is gone.","164","test_delete_lead_verify_gone","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestDeleteLeadAPI","test_leads_listing_api","",""
"Verify all roles can view the leads list.","138","test_all_roles_can_view_leads[UserRole.MANAGER]","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestRoleBasedAccessAPI","test_leads_listing_api","",""
"TC-API47-50: Filter leads by status.","69","test_filter_by_status[Lost]","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestStatusFilterAPI","test_leads_listing_api","",""
"Verify lead creation with each valid industry.","84","test_create_lead_all_industries[Other]","tests.api","Fri Mar 06 20:40:07 UTC 2026","passed","Fri Mar 06 20:40:07 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify all roles can view the leads list.","135","test_all_roles_can_view_leads[UserRole.VIEWER]","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestRoleBasedAccessAPI","test_leads_listing_api","",""
"Extremely long email handling.","39","test_login_very_long_email","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestLoginAPI","test_login_api","",""
"TC-LL44-53: Sort by various columns.","4773","test_sort_by_column[status]","tests.ui","Fri Mar 06 20:40:36 UTC 2026","passed","Fri Mar 06 20:40:41 UTC 2026","TestSortingUI","test_leads_listing_ui","",""
"Verify all user roles can successfully login via UI.","1329","test_login_all_roles[UserRole.VIEWER]","tests.ui","Fri Mar 06 20:40:47 UTC 2026","passed","Fri Mar 06 20:40:49 UTC 2026","TestLoginMultiRole","test_login_ui","",""
"Verify name exceeding max length (255) is handled.","133","test_create_lead_exceeds_max_length_name","tests.api","Fri Mar 06 20:40:08 UTC 2026","passed","Fri Mar 06 20:40:08 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify leads response contains lead records.","89","test_get_leads_returns_data","tests.api","Fri Mar 06 20:40:09 UTC 2026","passed","Fri Mar 06 20:40:09 UTC 2026","TestGetLeadsDetailedAPI","test_leads_listing_api","",""
