"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC-API47-50: Filter leads by status.","77","test_filter_by_status[Contacted]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestStatusFilterAPI","test_leads_listing_api","",""
"TC-C04: Create lead with different statuses.","13655","test_create_lead_with_status[Qualified]","tests.ui","Fri Mar 06 20:26:59 UTC 2026","passed","Fri Mar 06 20:27:13 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"Verify lead creation with each valid source.","76","test_create_lead_all_sources[Trade Show]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-LL37-40: Filter leads by status.","3634","test_filter_by_status[New]","tests.ui","Fri Mar 06 20:27:01 UTC 2026","passed","Fri Mar 06 20:27:04 UTC 2026","TestStatusFilterUI","test_leads_listing_ui","",""
"Verify all user roles can successfully login via UI.","1545","test_login_all_roles[UserRole.MANAGER]","tests.ui","Fri Mar 06 20:27:17 UTC 2026","passed","Fri Mar 06 20:27:19 UTC 2026","TestLoginMultiRole","test_login_ui","",""
"TC-C04: Create lead with different statuses.","106","test_create_lead_all_statuses[Lost]","tests.api","Fri Mar 06 20:26:38 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify lead creation with each valid industry.","662","test_create_lead_all_industries[Technology]","tests.api","Fri Mar 06 20:26:38 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-C03: Create lead with different priority levels.","8755","test_create_lead_with_priority[Medium]","tests.ui","Fri Mar 06 20:26:44 UTC 2026","passed","Fri Mar 06 20:26:53 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"TC-API: Create lead with invalid email format.","74","test_create_lead_invalid_email_format","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify lead creation with each valid source.","100","test_create_lead_all_sources[Website]","tests.api","Fri Mar 06 20:26:38 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify all roles can view the leads list.","155","test_all_roles_can_view_leads[UserRole.VIEWER]","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestRoleBasedAccessAPI","test_leads_listing_api","",""
"TC-API20: Update lead status.","165","test_update_lead_status","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestUpdateLeadAPI","test_leads_listing_api","",""
"TC-API47-50: Filter leads by status.","76","test_filter_by_status[Lost]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestStatusFilterAPI","test_leads_listing_api","",""
"TC-API54-62: Sort by various fields ascending.","77","test_sort_by_field_ascending[createdAt]","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestSortingAPI","test_leads_listing_api","",""
"Login with step-by-step field validation in Allure report.","44","test_login_with_detailed_validation","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginDetailedValidationAPI","test_login_api","",""
"TC-LL35: Clear search restores list.","6084","test_clear_search","tests.ui","Fri Mar 06 20:27:00 UTC 2026","passed","Fri Mar 06 20:27:06 UTC 2026","TestSearchUI","test_leads_listing_ui","",""
"
        Test logout with detailed steps:
        a. Login as admin
        b. Verify on leads page
        c. Click Logout button
        d. Wait for redirect
        e. Verify redirected to login page
        ","4091","test_logout_detailed_workflow","tests.ui","Fri Mar 06 20:27:20 UTC 2026","passed","Fri Mar 06 20:27:24 UTC 2026","TestLogoutDetailedSteps","test_login_ui","",""
"TC-C03: Create lead with different priority levels.","4956","test_create_lead_with_priority[Low]","tests.ui","Fri Mar 06 20:26:53 UTC 2026","passed","Fri Mar 06 20:26:58 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"TC-C05: Submit create lead form with empty name.","8713","test_create_lead_empty_name","tests.ui","Fri Mar 06 20:26:45 UTC 2026","passed","Fri Mar 06 20:26:54 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"Verify all user roles can successfully login via UI.","1812","test_login_all_roles[UserRole.VIEWER]","tests.ui","Fri Mar 06 20:27:16 UTC 2026","passed","Fri Mar 06 20:27:18 UTC 2026","TestLoginMultiRole","test_login_ui","",""
"Verify lead creation with all boolean field combinations.","72","test_create_lead_boolean_combinations[False-True]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Document Viewer role behavior when creating leads.","170","test_viewer_create_lead_behavior","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadRoleBasedAPI","test_create_lead_api","",""
"Detailed validation: create lead without auth returns proper error message.","77","test_create_lead_without_auth_detailed","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify lead creation with each valid industry.","86","test_create_lead_all_industries[Retail]","tests.api","Fri Mar 06 20:26:38 UTC 2026","passed","Fri Mar 06 20:26:38 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-API11: Create lead without name field.","77","test_create_lead_without_name","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-API09: Create lead with required fields only (name, email).","126","test_create_lead_required_fields_only","tests.api","Fri Mar 06 20:26:38 UTC 2026","passed","Fri Mar 06 20:26:38 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Extremely long email handling.","58","test_login_very_long_email","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"TC-C04: Create lead with different statuses.","14068","test_create_lead_with_status[Contacted]","tests.ui","Fri Mar 06 20:26:45 UTC 2026","passed","Fri Mar 06 20:26:59 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"TC-API33: Get leads page 1.","80","test_get_leads_page_1","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestPaginationAPI","test_leads_listing_api","",""
"GET leads with detailed structure validation.","78","test_get_leads_with_list_validation","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestGetLeadsDetailedAPI","test_leads_listing_api","",""
"TC-API19: Update lead priority.","296","test_update_lead_priority","tests.api","Fri Mar 06 20:26:39 UTC 2026","failed","Fri Mar 06 20:26:40 UTC 2026","TestUpdateLeadAPI","test_leads_listing_api","",""
"TC-L01: Admin login with valid credentials.","3876","test_admin_login","tests.ui","Fri Mar 06 20:27:13 UTC 2026","passed","Fri Mar 06 20:27:17 UTC 2026","TestLoginUI","test_login_ui","",""
"Verify SQL injection in email is handled safely.","85","test_create_lead_sql_injection_email","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify login response includes role information.","45","test_login_returns_role_info[UserRole.VIEWER]","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"TC-API39: Get leads with very large page number.","78","test_get_leads_very_large_page","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestPaginationAPI","test_leads_listing_api","",""
"Verify Viewer role cannot create leads (should be denied).","160","test_viewer_cannot_create_lead","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadRoleBasedAPI","test_create_lead_api","",""
"Verify that the leads table displays data after login.","2486","test_leads_table_is_populated","tests.ui","Fri Mar 06 20:27:12 UTC 2026","passed","Fri Mar 06 20:27:14 UTC 2026","TestLeadManagementFlow","test_leads_listing_ui","",""
"TC-C01: Create lead with required fields only (name, email).","22688","test_create_lead_required_fields","tests.ui","Fri Mar 06 20:26:45 UTC 2026","passed","Fri Mar 06 20:27:07 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"TC-API13: Get lead by valid ID.","141","test_get_lead_by_valid_id","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestGetSingleLeadAPI","test_leads_listing_api","",""
"TC-API52: Filter + search combined.","74","test_filter_combined_with_search","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestStatusFilterAPI","test_leads_listing_api","",""
"TC-LL30: Search by email.","4231","test_search_by_email","tests.ui","Fri Mar 06 20:27:00 UTC 2026","passed","Fri Mar 06 20:27:04 UTC 2026","TestSearchUI","test_leads_listing_ui","",""
"TC-API14: Get lead by invalid/non-existent ID.","85","test_get_lead_by_invalid_id","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestGetSingleLeadAPI","test_leads_listing_api","",""
"
        Test invalid login with detailed steps:
        a. Navigate to login page
        b. Enter invalid username
        c. Enter invalid password
        d. Click Sign In
        e. Verify error message displayed
        f. Verify still on login page
        ","3418","test_invalid_login_detailed","tests.ui","Fri Mar 06 20:27:22 UTC 2026","passed","Fri Mar 06 20:27:26 UTC 2026","TestInvalidLoginDetailedSteps","test_login_ui","",""
"TC-API12: Create lead without email field.","698","test_create_lead_without_email","tests.api","Fri Mar 06 20:26:38 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify request with an invalid token is rejected.","78","test_get_leads_with_invalid_token","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestGetLeadsDetailedAPI","test_leads_listing_api","",""
"TC-C03: Create lead with different priority levels.","83","test_create_lead_all_priorities[Low]","tests.api","Fri Mar 06 20:26:38 UTC 2026","passed","Fri Mar 06 20:26:38 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify negative deal value handling.","80","test_create_lead_negative_deal_value","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify maximum length name (255 chars) is handled.","80","test_create_lead_max_length_name","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-LL37-40: Filter leads by status.","4054","test_filter_by_status[Contacted]","tests.ui","Fri Mar 06 20:27:08 UTC 2026","passed","Fri Mar 06 20:27:12 UTC 2026","TestStatusFilterUI","test_leads_listing_ui","",""
"
        Complete workflow to create a lead with detailed steps:
        a. Navigate to login page
        b. Enter credentials
        c. Login
        d. Wait for leads page
        e. Click Create Lead
        f. Fill lead form
        g. Submit form
        h. Verify lead created
        ","6507","test_create_lead_complete_workflow","tests.ui","Fri Mar 06 20:26:58 UTC 2026","passed","Fri Mar 06 20:27:05 UTC 2026","TestCreateLeadDetailedSteps","test_create_lead_ui","",""
"Verify empty name is rejected.","83","test_create_lead_empty_name","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify login fails with various invalid credentials.","3022","test_login_invalid_credentials_multi[invalid_cred0]","tests.ui","Fri Mar 06 20:27:20 UTC 2026","passed","Fri Mar 06 20:27:24 UTC 2026","TestLoginMultiRole","test_login_ui","",""
"Verify all roles can view the leads list.","177","test_all_roles_can_view_leads[UserRole.ADMIN]","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestRoleBasedAccessAPI","test_leads_listing_api","",""
"TC-API63: Sort + filter + search combined.","80","test_sort_combined_with_filter","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestSortingAPI","test_leads_listing_api","",""
"TC-LL37-40: Filter leads by status.","3323","test_filter_by_status[Qualified]","tests.ui","Fri Mar 06 20:27:03 UTC 2026","passed","Fri Mar 06 20:27:07 UTC 2026","TestStatusFilterUI","test_leads_listing_ui","",""
"Verify zero deal value handling.","80","test_create_lead_zero_deal_value","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-C04: Create lead with different statuses.","126","test_create_lead_all_statuses[Qualified]","tests.api","Fri Mar 06 20:26:38 UTC 2026","passed","Fri Mar 06 20:26:38 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-API18: Update lead email.","143","test_update_lead_email","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestUpdateLeadAPI","test_leads_listing_api","",""
"TC-API35: Get leads with custom limit.","76","test_get_leads_with_limit","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestPaginationAPI","test_leads_listing_api","",""
"Verify login fails with various invalid credentials.","63","test_login_invalid_credentials[invalid_cred0]","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"TC-C03: Create lead with different priority levels.","5746","test_create_lead_with_priority[High]","tests.ui","Fri Mar 06 20:26:53 UTC 2026","passed","Fri Mar 06 20:26:59 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"Verify login response has all expected fields.","55","test_login_response_structure","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"Verify two character name is accepted (minimum valid).","84","test_create_lead_two_char_name","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify lead creation with each valid source.","105","test_create_lead_all_sources[Referral]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-API27: Delete lead by valid ID.","140","test_delete_lead_valid_id","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestDeleteLeadAPI","test_leads_listing_api","",""
"TC-LL41: Reset filter to All Statuses.","7099","test_reset_status_filter","tests.ui","Fri Mar 06 20:27:13 UTC 2026","passed","Fri Mar 06 20:27:20 UTC 2026","TestStatusFilterUI","test_leads_listing_ui","",""
"TC-API01-03: Login with all valid roles (Admin, Manager, Viewer).","53","test_login_all_valid_roles[UserRole.VIEWER]","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"XSS payload in email field.","50","test_login_xss_in_email","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"Verify login fails with empty email.","77","test_login_empty_email","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"TC-API40: Search leads by name.","143","test_search_by_name","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestSearchAPI","test_leads_listing_api","",""
"Verify pagination query params are accepted.","76","test_get_leads_pagination_param","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestGetLeadsDetailedAPI","test_leads_listing_api","",""
"TC-API07: Get all leads.","92","test_get_all_leads","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestGetLeadsAPI","test_leads_listing_api","",""
"Verify lead creation with each valid industry.","92","test_create_lead_all_industries[Finance]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Special characters in password.","51","test_login_special_characters_in_password","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"TC-API54-62: Sort by various fields ascending.","80","test_sort_by_field_ascending[priority]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestSortingAPI","test_leads_listing_api","",""
"TC-API17: Update lead name.","129","test_update_lead_name","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestUpdateLeadAPI","test_leads_listing_api","",""
"Unicode characters in credentials.","48","test_login_unicode_in_credentials","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"Verify leads response contains lead records.","73","test_get_leads_returns_data","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestGetLeadsDetailedAPI","test_leads_listing_api","",""
"TC-API54-62: Sort by various fields ascending.","82","test_sort_by_field_ascending[status]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestSortingAPI","test_leads_listing_api","",""
"
        Detailed workflow test showing each step:
        a. Navigate to login page
        b. Enter username
        c. Enter password
        d. Click Sign In button
        e. Wait for leads page
        f. Verify successful login
        ","1666","test_admin_login_detailed_workflow","tests.ui","Fri Mar 06 20:27:22 UTC 2026","passed","Fri Mar 06 20:27:24 UTC 2026","TestLoginDetailedSteps","test_login_ui","",""
"TC-API47-50: Filter leads by status.","82","test_filter_by_status[Qualified]","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestStatusFilterAPI","test_leads_listing_api","",""
"Extremely long password handling.","62","test_login_very_long_password","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"Verify lead creation with each valid industry.","88","test_create_lead_all_industries[Manufacturing]","tests.api","Fri Mar 06 20:26:38 UTC 2026","passed","Fri Mar 06 20:26:38 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-LL44-53: Sort by various columns.","4168","test_sort_by_column[id]","tests.ui","Fri Mar 06 20:27:04 UTC 2026","passed","Fri Mar 06 20:27:08 UTC 2026","TestSortingUI","test_leads_listing_ui","",""
"TC-L15: Accessing leads page without login.","2572","test_access_leads_without_login","tests.ui","Fri Mar 06 20:27:22 UTC 2026","passed","Fri Mar 06 20:27:24 UTC 2026","TestLoginUI","test_login_ui","",""
"TC-API44: Search with no matching results.","71","test_search_no_results","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestSearchAPI","test_leads_listing_api","",""
"Verify unicode characters in name are handled.","76","test_create_lead_unicode_name","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-LL44-53: Sort by various columns.","4373","test_sort_by_column[name]","tests.ui","Fri Mar 06 20:27:06 UTC 2026","passed","Fri Mar 06 20:27:11 UTC 2026","TestSortingUI","test_leads_listing_ui","",""
"TC-LL15: Edit lead name.","17336","test_edit_lead_name","tests.ui","Fri Mar 06 20:26:45 UTC 2026","passed","Fri Mar 06 20:27:02 UTC 2026","TestEditLeadUI","test_leads_listing_ui","",""
"Verify lead creation with invalid priority value.","82","test_create_lead_invalid_priority","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify login response includes role information.","52","test_login_returns_role_info[UserRole.ADMIN]","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"Verify lead creation fails when email key is absent (not just empty).","83","test_create_lead_missing_email_key","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-API17: Create lead with invalid status value.","75","test_create_lead_invalid_status","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify null byte injection is handled safely.","94","test_create_lead_null_byte_injection","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify create lead response contains the created lead data.","78","test_create_lead_response_contains_data","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify very large deal value is handled.","106","test_create_lead_very_large_deal_value","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-API28: Delete non-existent lead.","78","test_delete_nonexistent_lead","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestDeleteLeadAPI","test_leads_listing_api","",""
"Verify Admin role can create leads.","210","test_admin_can_create_lead","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadRoleBasedAPI","test_create_lead_api","",""
"Verify login fails with various invalid credentials.","3334","test_login_invalid_credentials_multi[invalid_cred3]","tests.ui","Fri Mar 06 20:27:18 UTC 2026","passed","Fri Mar 06 20:27:21 UTC 2026","TestLoginMultiRole","test_login_ui","",""
"Verify lead creation with all boolean field combinations.","81","test_create_lead_boolean_combinations[True-False]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-C06: Submit create lead form with empty email.","5209","test_create_lead_empty_email","tests.ui","Fri Mar 06 20:26:54 UTC 2026","passed","Fri Mar 06 20:26:59 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"Verify name exceeding max length is handled.","72","test_create_lead_very_long_name","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify the search functionality filters leads by name.","4613","test_search_leads_by_name","tests.ui","Fri Mar 06 20:27:17 UTC 2026","failed","Fri Mar 06 20:27:22 UTC 2026","TestLeadManagementFlow","test_leads_listing_ui","",""
"TC-LL44-53: Sort by various columns.","4117","test_sort_by_column[email]","tests.ui","Fri Mar 06 20:27:05 UTC 2026","passed","Fri Mar 06 20:27:09 UTC 2026","TestSortingUI","test_leads_listing_ui","",""
"TC-API31: Verify deleted lead is gone.","179","test_delete_lead_verify_gone","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestDeleteLeadAPI","test_leads_listing_api","",""
"Verify special characters in name are handled.","71","test_create_lead_special_chars_in_name","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-C04: Create lead with different statuses.","87","test_create_lead_all_statuses[New]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
